PctUnemployed,PctImmigRec5,TotalPctDiv,PopDens,PctLess9thGrade,medIncome,levelofcrime
6.69,18.82,11.77,392.5,10.24,27493,Low
2.39,19.2,11.55,1575.7,10.42,29047,Low
7.52,7.63,12.29,1211.1,9.6,22098,Low
10,32.37,15.42,11537.1,17.16,29881,High
5.83,19.75,12.72,1733.5,6.8,23156,Low
7.01,3.99,12.04,2404.8,8.49,25547,High
2.55,20,12.3,6731.2,3.88,43043,Low
8.17,5.04,14.46,1859.4,19.2,18253,High
5.42,32.01,10.54,2124.3,9.08,26770,High
8.07,27.35,8.36,2414.3,5.15,14456,Low
6.09,26.88,15.18,1931.9,5.03,25708,High
4.6,28.41,6.83,2419.6,5.84,50451,Low
7.59,23.64,9.73,10186.3,9.36,30786,High
5.46,11.04,7.89,1445.6,8.98,45191,Low
4.54,5.72,11,1694,5.35,26472,Low
2.42,46.41,10.28,3684.7,5.19,53840,Low
5.31,24.35,12.12,1314.9,2.38,35532,Low
7.07,22.11,12.1,2910.9,11.74,31911,Low
3.78,5.67,6.35,2793.2,3.29,41149,Low
5.96,3.66,14.28,2389.5,7.93,30043,High
8.27,8.37,10.59,1166.8,8.49,37889,High
8.52,14.29,15.41,1584.9,21.98,14868,High
6.65,18.3,7.42,340.2,9.61,40059,High
3.73,24.77,13.65,2283.7,9.51,31298,High
4.57,32.51,7.29,621.2,2.43,57963,Low
3.59,15.41,10.63,2081.4,6.65,38128,Low
2.87,6.19,10.59,1269.7,6.84,36999,Low
3.56,21.54,5.34,2713.3,1.87,101320,Low
9.51,20.71,13.61,3468.4,8.14,20290,Low
2.91,5.63,6.91,684.6,5.46,43236,Low
2.93,5.28,5.67,519.7,3.88,46119,Low
5.14,44.44,13.2,1685,3.3,29099,Low
2.28,25.58,9.15,1106.5,1.79,58815,Low
9.08,32.01,11.11,5570.2,21.66,32132,High
5.79,40.43,8.74,2177.5,12.71,24202,Low
6.51,16.24,13.03,1478.6,14.59,21870,High
4.71,15.14,6.73,672.2,2.77,50647,Low
10.06,38.02,14.64,1715.7,11.14,20674,Low
4.87,59.52,9.6,3156.6,3.41,19799,High
5.26,29.36,14.4,1649.7,6.11,26889,High
6.6,7.64,14.53,1162.3,15.97,20349,High
8.53,19.23,16.79,1887.3,8.37,19042,High
8.72,28.29,12.03,1118.3,19.11,18549,Low
5.77,20.26,12.6,1675.5,11.24,26622,High
10.83,6.38,12.33,4248.1,11.7,20641,High
7.29,14.17,8.54,1751.5,11.31,29211,High
4.43,8.17,11.12,3283.8,8.78,27264,Low
1.79,12.48,8.2,2682.6,6.98,44495,Low
4.82,21.44,14.78,1354.9,8.24,21824,High
8.23,26.29,16.08,5728.5,11.25,24898,High
3.09,11.95,10.66,3175.3,5.89,36192,Low
3.23,8.55,11.76,1879.5,4.85,34350,Low
4.82,5.75,6.38,695.7,6.92,42523,Low
5.75,0,10.42,1461.5,12.26,21319,Low
4.44,0,11.24,1175.6,15.56,24375,High
4.26,7.57,9.35,3181.5,8.08,36097,High
3.98,7.88,7.36,2599.8,2.66,44277,Low
4.42,46.34,12.09,825.7,17.86,21114,Low
2.54,18.96,6.58,4770.2,2.81,55248,Low
10.35,7.78,13.08,3318.2,8.95,22955,Low
8.79,40.73,13.3,1741.2,9.01,23270,High
8.28,33.83,12.21,4433,18.49,31889,High
3.98,16.57,6.07,1817.1,2.91,53058,Low
2.91,10.99,9.52,2156.5,6.81,40216,Low
3.15,35.15,12.13,3001.8,2.64,30516,Low
5.32,23.34,11.38,4870.3,7.9,46758,High
10.39,18,17.53,3194.8,10.74,19779,High
5.29,19.24,13.18,5022.3,7.34,35681,High
3.64,18.32,11.15,2046.9,8.09,34990,Low
10.08,15.06,11.54,1079.2,3.44,29784,Low
9.17,17.67,14.02,1554,11.46,18423,Low
4.22,13.11,10.78,1558.2,5.7,31448,High
3.06,18.46,7.87,923.7,2.15,50598,Low
5.02,28.91,10.22,4794.1,7.88,44004,Low
7.85,7.69,13.82,3064.5,5.45,25550,Low
3.2,25.17,12.66,1049.6,2.84,31938,Low
2.22,25.02,14.85,5924.1,3.77,44002,High
3.63,27.37,11.82,8070.6,6.37,33026,High
2.87,11.25,7.25,3985.3,1.07,79579,Low
3.92,18.18,9.53,1793.9,5.53,33000,Low
4.86,24.9,11.8,3556.4,7.41,55730,Low
4.25,2.37,5.53,624.4,4.04,59967,Low
4.65,8.8,5.9,1600.5,4.77,54053,Low
4.77,36.31,14.02,2816.8,5.82,41922,High
9.85,20.12,11.54,2027.3,22.23,23460,High
7.29,5.97,7.51,642.6,2.4,46932,Low
6.66,8.88,11.2,2440.7,11.51,21053,High
7.65,3.94,8.68,750.7,10.5,36634,High
7.72,37.33,14.98,1097.9,23.43,16574,High
7.84,11.73,14.68,186.8,11.13,22027,High
5.04,18.91,7.04,8160.3,7.11,45713,Low
2.8,7.51,6.47,1627.4,5.78,37044,Low
4.72,27.66,10.65,2402,7.65,33265,Low
6.09,61.44,6.68,3730.7,3.54,19977,Low
5.45,28.08,12.72,3283.8,3.47,37473,High
8.33,40.17,13.75,2006.2,8.83,19118,Low
14.81,15.57,10.98,3675.8,31.14,22365,High
6.57,2.52,9.32,606.1,8.25,34704,High
9.57,17.51,13.03,959,21.4,21483,High
5.87,0,4.98,507.3,7.78,33219,Low
2.72,9.24,3.91,1561.2,2.44,60925,Low
2.34,11.53,6.78,1162.1,7.27,41450,Low
10.69,33.97,15.47,2876.8,12.54,25533,High
7.04,26.62,15.57,18541.1,6,29314,High
8.8,21.55,15.12,6248.1,11.03,22785,High
6.05,46.78,11.19,436.6,4.16,25165,Low
4.49,13.18,8.47,1825.7,2.61,42743,Low
3.65,21.45,12.08,4003.2,4.04,32069,Low
10.68,32.65,10.84,7247.1,16.6,29351,High
5.22,13.04,12.2,1397.2,6.53,41733,Low
6.83,13.46,12.03,1765,15.17,25576,High
5.04,51.8,13.98,760.4,13.78,25689,High
7.93,17.73,9.84,842.7,2.59,27222,High
2.32,3.07,5.53,877,3.26,54005,Low
6.51,26.83,11.85,1499.7,7.16,26218,High
3.97,40.77,11.97,2277.5,4.77,32451,High
8.7,71.53,2.83,3247.5,4.7,19183,Low
16.3,35.54,16.34,9575.4,20.02,17386,High
4.56,11.76,7.53,627.3,1.97,41006,Low
9.4,33.35,9.9,10789.2,31.87,28034,High
6.71,17.36,8.33,666.9,5.18,47859,Low
6.32,33.96,13.62,2063.8,7.84,25414,High
4.49,20.27,7.65,1434,5.02,47482,Low
9.47,37.41,11.5,1534.6,12.73,20095,High
7.69,22.09,12.92,1592.2,19,18683,High
7.89,21.15,8.96,1504.8,15.22,23497,High
6.91,10.22,11.45,1990.4,8.74,25380,High
5.55,21.18,13.14,2914.8,7.05,31063,Low
3.8,19.55,9.2,1574.9,9.22,53781,Low
8.55,8.95,10.45,3246,14.23,21310,High
3.15,15.49,9.48,2129.8,4.83,37087,Low
5.47,26.14,15.09,2168.8,13.56,22591,High
7.23,19.83,15.22,1348.3,6.95,26713,High
6.99,30.64,10.96,1496.5,13.57,21459,High
6.3,13.55,9.96,4879.5,8.31,22550,Low
6.64,23.74,10.85,9323.5,16.22,38124,High
6.48,20.52,9.21,10040.9,11.2,36376,High
3.29,27.46,9.6,2183.4,3.65,42314,Low
3.05,32.27,5.59,2373.3,7.74,30613,Low
3.95,24.01,10.33,2032.4,3.3,56856,Low
9.38,7.14,17.86,920.9,15.03,17959,High
4.96,33.55,12.71,1868.8,11.99,19955,High
5.54,28.53,11.64,4408.8,10.84,46206,High
5.3,17.51,6.63,3079,7.64,20628,Low
4.16,14.51,8.28,1342.4,4.46,46726,Low
5.54,17.23,10.72,15151.9,6.43,41495,Low
7.17,11.72,12.2,1395.6,5.72,28911,High
2.32,26.74,8.45,1363.7,1.58,61144,Low
6.23,51.43,13.95,984.4,24.88,20099,High
12.22,26.85,7.89,23054.6,49.89,25567,High
6.53,7.15,10.45,1251.6,12.82,30067,Low
6.44,21.81,9.55,2950.2,8.31,24215,Low
2.97,12.28,5,1044.2,6.25,60688,Low
3.76,31.3,9.7,384.7,4.88,39308,Low
6.9,25.95,14.35,2319,14.51,22423,High
5.66,4.06,7.14,382.5,6.9,42160,Low
9.04,24.98,12.99,2583.4,13.25,26629,High
4.16,31.52,13.26,2193.2,6.02,31873,High
8.03,10.74,11.68,1016.2,6.47,28919,Low
4.09,39.27,12.18,1210.5,13.74,25473,High
6.9,23.39,15.18,1242.6,12.71,22197,High
2.76,10.35,17.18,2693.8,1.37,55748,Low
4.08,13.76,6.83,1929.6,3.33,56571,Low
5.29,3.63,8.64,2007.9,3.15,37952,Low
4.5,17.95,9.56,1516.5,4.57,40287,Low
3.39,4.93,4.81,712.7,3.24,53045,Low
5.14,41.97,11.01,2151.9,7.03,25855,High
9.29,22.41,12.99,1720.5,21.41,21515,Low
4.22,21,15.5,4904.4,3.91,32145,High
6.07,44.75,5.86,1567,11.84,19487,Low
7.24,9.94,7.15,2065.2,18.95,34165,Low
3.11,28.33,5.56,4033.9,2.37,75221,Low
6.75,15.86,10.4,804.2,18.52,25679,Low
2.26,9.47,7.39,3598.8,4.53,40041,Low
7.81,19.69,14.58,457.6,10.49,20463,High
12.41,20.16,15.11,2655.3,13.24,18477,High
17.87,55.74,15.97,1304.6,17.48,11576,High
6.15,29.76,8,7676.7,16.24,32605,High
5.43,20.55,12.74,7097.5,8.96,36991,High
7.2,9.87,13.59,2176.1,12.64,26934,High
6.39,2.12,7.2,3208.9,4.36,43960,Low
3.89,51.33,9.08,592.2,2.53,37644,Low
5.56,15.74,9.07,3067.4,2.94,41586,High
9.13,32.48,13.52,1605.1,9,22446,High
8.36,53.56,12.82,1154.8,16.03,19187,High
6.24,8.88,12.8,2307.7,8.55,25434,Low
3.85,20.14,8.91,3705.5,7.29,32375,Low
10.18,41.75,14.35,683.3,13.58,21633,High
6.59,10.11,12.32,1081.1,12.56,22186,Low
5.46,10.85,7.78,351.2,6.01,36469,Low
5.87,42.42,12.24,808,9.23,23216,High
5.79,29.55,13.18,3393.8,6.78,31699,High
6.83,16.26,11.88,1089.5,5.99,23630,High
5.4,30.54,9.92,1502.8,10.08,43832,Low
6.12,34.11,15.12,1334.2,18.6,21011,High
5.91,37.21,13.93,3224.5,5.66,26630,High
7.13,17.8,10.52,1489.1,8.5,36945,High
11.48,19.74,9.7,1793,36.03,27415,High
6.32,28.61,12.93,843.3,13.85,23420,High
6.71,26.18,10.79,5616.7,23.66,37174,High
7.89,70.26,14.1,1918.9,6.56,25221,Low
4.77,30.94,14.24,2270.1,14.9,26086,High
4.17,26.33,10.98,4434.6,6.38,32237,High
3.82,42.84,13.6,4630.7,3.37,54516,High
5.29,14.08,8.33,1756.9,4.2,43759,Low
11.24,40.83,13.72,1976.8,21.36,15938,High
4.81,29.48,11.01,6420.1,3.61,36043,Low
5.15,35.92,9.51,14370.9,7.09,33140,High
11.19,8.68,11.06,2980.2,12.6,20742,Low
6.27,6.07,5.92,991,6.09,32066,Low
7.84,21.27,10.84,5462.9,15.44,30121,High
4.52,13.92,6.81,1392.8,2.54,25341,Low
8.54,69.97,4.1,3029,3.9,14350,Low
2.54,19.79,7.8,2158.8,1.47,49858,Low
1.98,11.88,6.39,379.5,4.83,44717,Low
9.16,23.79,15.65,8791.5,14.81,24045,High
3.64,22.35,11.39,6069.3,3.56,39538,High
3.9,12.23,8.89,1902.7,15.8,26873,Low
10.26,22.39,9.11,2501.5,31,22068,High
6.69,16.67,15.74,2024.4,3.26,27785,Low
5.57,7.45,6.06,487.8,1.94,60026,Low
5.04,28.71,12.51,6633.1,5.18,36297,High
5.93,22.69,10.22,1037.3,18.05,26409,High
2.72,15.59,7.98,2889.9,2.04,67892,Low
5.57,23.4,8.24,8173.9,8.61,39822,Low
7.49,23.79,11.98,7341.8,11.42,20731,High
2.85,20.53,6.72,761.2,3.97,30007,Low
7.01,15.55,14.85,2479.5,5.93,25677,High
4.17,16.45,13.17,3021.6,7.65,26109,High
6.17,24.73,12.69,3714.8,5.08,27235,Low
4.37,7.69,9.28,839,4.25,36512,Low
3.87,23,8.82,2304.9,9.55,51814,Low
14.33,28.64,13.12,8588.5,25.38,24971,High
4.31,51.19,12.48,1361.6,11.71,24081,High
4.76,11.17,14.22,1287.7,5.09,29652,Low
5.75,42.41,15.16,1930.5,10.6,24712,High
8.15,21.95,16.38,917.2,13.46,18619,High
6.44,54.17,9.82,1445,11.47,22634,Low
7.05,18.1,14.03,1319.4,24.59,17058,High
5.35,29.21,8.52,2194.2,4.32,25556,Low
4.1,9.33,4.94,1851.6,4.97,51129,Low
4.33,18.78,10.79,7558.3,5.49,44700,High
4.57,34.39,7.78,2278.3,10.43,25710,Low
2.74,25.52,8.73,5419.5,1.23,44218,Low
7.38,20.98,14.22,1209.9,17.74,21078,High
8.18,7.33,10.62,5131,9.35,20695,Low
4.02,11,12.7,884.5,3.49,35140,Low
6.25,0,10.84,926,5.75,33628,Low
2.42,16.63,9.36,1610.3,0.93,44747,Low
3.01,23.23,7.48,1124,5.16,51035,Low
5.21,4.88,6.07,2191.9,2.46,52783,Low
4.35,27.94,12.11,1705,4.71,35989,Low
8.24,12.78,8.14,1182,8.64,45165,Low
4.7,19.65,8.53,1560.3,20.26,21946,High
9.35,13.93,11.19,5497.8,19.97,25363,Low
4.48,9.18,11.16,3274.6,3.79,45820,High
5.21,43.91,8.98,6974.3,5.94,39603,Low
8.64,21.69,10.6,1102.1,12.65,26037,Low
8.71,28.55,15.52,2300.9,10.89,22674,High
4.74,22.23,7.94,1447.3,5.67,35228,High
10.5,12.78,13.01,689.6,14.32,14316,Low
6.22,64.08,7.13,1299.5,4.35,18501,Low
1.87,25.15,14.35,12277,0.7,54497,High
6.23,0,14.04,1487.2,18.32,21581,High
9.82,22.94,15.27,1375,7.53,21579,Low
4.62,11.87,9.19,794.8,5.6,34205,High
5.06,2.66,13.56,1840.7,9.68,25021,High
3.59,15.02,6.77,1382.8,2.44,50916,Low
6.32,13.54,9.31,351.4,4.48,42386,Low
6.41,14.11,7.48,2883.6,4.51,43244,Low
12.78,17.77,13.95,734.1,16.7,18548,High
16.51,35.62,11.2,777.7,13.67,15531,High
2.64,33.3,10.52,1420.2,2.64,52205,Low
10.91,0,10.34,484.7,6.65,21144,Low
2.99,16.23,9.37,1718.2,3.29,43148,High
4.21,31.94,17.92,5843.6,5.57,26710,High
7.11,37.7,14.95,2232.9,22.93,20594,High
4.84,28.61,12.53,1288.6,3.58,39087,High
4.19,23.98,13.38,2688.6,3,36716,Low
16.97,19.61,7.6,2013.3,44.56,15605,High
9.04,11.56,14.52,1303.3,13.4,19906,High
7.78,32.53,11.62,3441.4,18.87,29492,High
5.46,15,13.12,1386.3,6.88,28242,High
4.05,31.58,13.62,870.6,18.01,25007,High
4.07,9.81,7.89,1356.3,3.26,47335,Low
5.63,26.82,16.16,4832.5,8.02,28266,High
6.42,25.49,12.34,1649.9,6.74,25711,Low
4.38,12.21,7.42,1915.4,4.68,46573,Low
4.81,11.73,11.96,1287.8,10.26,27597,Low
7.1,17.31,9.6,1033.9,7.35,27081,Low
4.84,24.14,11.58,5983.9,7.8,38020,High
4.2,7.72,5.85,700.5,1.99,66084,Low
4.14,0,14.89,1679.1,5.22,32708,Low
3.32,25.82,10.84,2516.4,1.39,56307,Low
7.63,18.72,11.17,1218.9,12.33,22617,Low
10.91,28.75,11.72,8476.8,28.9,28377,High
4.46,19.45,9.7,3017.6,6,32285,Low
4.11,21.92,10.93,2928.3,3.42,53967,Low
2.24,19.06,7.76,3337.8,2.92,46654,Low
7.56,13.89,11.11,1152.3,6.67,29987,High
6.97,14.59,12.19,3565.8,9.47,33527,High
6.38,17.03,8.82,7547,11.62,41187,High
4.44,10.61,8.25,2890.2,2.76,46353,Low
4.71,11.85,6.77,5152.4,10.85,39433,Low
6.22,27.96,7.75,3681.5,15.2,37840,High
3.06,30.8,6.92,3150.4,4.85,66464,Low
4.22,52.11,6.46,787.7,2.18,53514,Low
5.21,16.15,9.86,2234,5.68,41224,Low
5.78,33.97,11.19,1625.5,12.26,22577,High
9.79,52.81,13.56,1699,13.52,14822,Low
2.83,19.45,6.31,2157.9,1.83,78965,High
3.45,21.89,6.66,5423.3,5.33,57568,High
4.86,11.48,10.78,1466,7.5,26405,Low
6.26,16.2,8.26,553.2,6.58,42310,Low
8.37,19.64,14.49,1250.2,18.2,20374,High
3.87,25.5,6.36,5125.2,3.19,53488,Low
5.4,9.57,6.38,1046,10.72,40683,High
4.95,21.87,13.43,2477.6,5.59,26703,High
6.4,39.1,11.85,2702.3,8.32,27558,Low
4.71,5.47,8.73,946.4,8.73,39864,Low
3.96,18.14,7.19,2639.6,5.83,49642,Low
5.82,10.38,14.13,1755.1,8.47,23819,Low
9.21,21.28,11.55,1007.4,8.85,30795,Low
4.79,54.01,9.06,2312.6,3.51,19642,Low
7.37,8.8,11.33,1690.2,10.27,21328,High
4.9,38.84,12.39,3978.2,10.78,29647,Low
4.65,0,9.1,428.6,8.37,37783,Low
5.6,0,10.36,828.9,13.96,28693,Low
4.86,59.79,13.42,1256.4,20.61,21133,High
5.51,31.42,12.13,6759.8,9.97,39967,High
8.39,46.84,12.03,1196.7,12.72,15795,High
2.99,17.55,5.66,1345.8,5.36,63384,Low
12.79,31.41,12.79,2538.9,22.88,22168,High
6.3,31.11,12.08,5524.4,11.37,35103,High
10.36,3.41,11.59,3206.2,12.07,17103,High
6.07,31.44,10.75,1589.7,10.44,27552,High
3.26,7.81,7.62,691.2,10.58,32124,Low
12.86,3.45,13.01,4859.5,12.87,14423,High
3.75,6.36,12.25,912.4,16.01,23839,High
7.43,19.66,13.23,1651.7,8.87,20380,High
7.63,15.02,16.34,3156.1,17.48,21003,High
3.91,46.77,5.54,1509.8,9.93,20184,Low
5.44,10.71,13.27,810.2,7.49,28315,Low
4.75,19.45,11.11,2923.1,5.12,29887,Low
5.11,23.73,11.62,2560.8,4.97,30273,High
4.41,27.24,9.05,664.7,3.83,44044,Low
6.82,19.76,12.98,1063,10.37,19686,Low
4.43,21.87,10.99,4522.6,7.33,43088,Low
5.92,14.91,9.12,1902.6,4.25,43253,Low
8.66,5.46,13.48,1493.3,17.8,19030,High
3.7,45.45,7.73,3761,3.77,41489,Low
5.87,20.84,12.25,2492.2,6.84,30144,High
4,24.04,9.84,1593,8.24,28381,Low
11.25,20.93,14.05,1919.6,14.08,18546,High
9.34,0,12.41,3623,14.37,20036,Low
6.46,25.86,14.62,128.7,2.81,43946,High
5.24,32.14,14.89,2213,7.43,31767,High
5.46,14.05,9.93,848.9,7.06,30938,High
3.83,5.78,5.17,369.3,4.76,63782,Low
6.21,24.22,14.42,1055.8,11.28,19507,High
3.43,1.72,8.48,2302,10.04,34337,Low
8.73,40.06,11.66,2226.3,12.13,23430,High
8.37,0,12.04,2223.9,8.41,22405,Low
3.68,15.41,11.29,661.4,5.74,34670,Low
7.17,31.82,14.34,1315.1,13.4,19016,High
3.13,17.74,6.12,2756.1,6.71,55464,Low
2.28,13.31,5.55,2067.7,0.61,69019,Low
7.83,13.14,15.18,2144.9,12.12,21881,High
9.63,22.54,17.11,3230.5,15.95,20309,High
4.48,38.64,14,4333.9,5.44,38433,Low
7.84,19.41,11.51,4169.5,10.39,26701,High
3.84,14.39,9.18,9600,3.44,35795,Low
2.34,33.33,8.51,580.7,12.74,34720,Low
9.39,31.82,14.61,1043.6,9.09,19382,High
6.22,7.78,5.73,421.5,12.67,41449,High
6.35,8.65,9.48,1006,5.71,44210,Low
5.64,43.36,7.98,3071.5,20.1,22253,High
8.18,29.75,12.12,6919.5,21.16,22129,High
4.84,21.05,9.91,756.9,3.18,45884,Low
6.09,13.98,5.85,2469.5,6.87,29624,Low
4.19,26.49,11.86,2789.6,3.2,49149,Low
8.17,12.5,12.97,1306.8,18.36,25569,Low
6.26,0.48,5.96,2100.6,16.38,36418,Low
9.76,27.69,12.24,1982.8,11.41,20382,High
5.97,38.33,10.61,1428.3,10.5,26394,High
10.77,6.14,11.23,339.3,8.78,27095,High
4.62,21.41,13.59,2636.6,2.63,34006,Low
5.68,8.25,7.35,320.6,6.61,44690,Low
4.37,11.46,10.61,1084.5,3.54,26470,High
5.45,16.33,11.3,730.1,13.96,26298,Low
3.41,17.23,11.46,5142.2,2.13,50859,Low
3.91,13.3,5.81,1905.3,5.87,59290,Low
6.11,18.86,12.54,2078.7,4.69,36886,High
11.64,31.87,13.27,806.5,23.98,21344,High
5.39,3.84,7.11,470.5,13.46,36170,Low
3.14,18.9,8.75,1560.3,3.77,39638,Low
5.79,24.34,13.16,8684.7,10.14,38976,High
3.13,22.38,10.41,916.2,5.5,42565,Low
2.8,8.16,6.97,1102.3,3.75,52193,Low
5.85,35.62,13.12,1826.3,20.22,22369,High
8.52,33.98,13.8,3448.5,15.86,24923,High
15.3,17.46,9.56,3423.3,40.23,15890,High
7.88,19.01,12.01,777.6,13.14,20298,High
4.66,31.6,11.2,4980.1,7.99,41921,High
6.94,18.62,15.85,1964.4,9.38,21618,High
3.69,4.58,6.43,1033.3,6.07,49148,Low
6.26,26.76,12.07,5726.9,11.62,25983,High
4.48,6.15,8.84,4963.7,6.17,40798,Low
4.11,15.03,4.48,531.1,3.41,72369,Low
3.91,26.24,13.66,1327.7,16.42,24294,High
11.12,2.78,12.07,2219.6,10.93,17884,Low
4.28,22.16,5.63,3170.5,4.83,64333,High
16.6,4.46,16.98,2241.1,11.68,19390,High
8.93,8.58,12.56,3542.9,10.33,26883,High
8.65,5.15,9.96,649.2,2.21,27900,Low
4.13,3.23,9.73,2579.2,3.98,32369,Low
4.83,42.59,10.95,2025.1,7.67,25878,Low
12.39,30.16,15.73,2892.7,18.35,18913,High
4,15.17,10.03,1095.2,7.54,24146,High
5.31,15.58,8.24,2768.9,9.07,39800,Low
3.59,12.46,9.82,1662.5,1.93,45303,Low
9.51,20.47,12.18,1510.6,16.36,17826,High
4.84,24.53,13.64,5712.2,11.62,21619,Low
8.2,20.53,12.94,4530.3,28.32,23485,Low
10.29,25.41,9.63,1919.5,20.21,22053,High
7.39,5.73,14.39,5624.2,11.04,17391,Low
6.1,6.26,6.9,254.4,7.62,37397,Low
7.55,10.8,9.18,2945.6,10.97,34181,Low
4.07,11.28,8.08,695.4,2.78,50896,Low
2.27,16.13,11.95,1185.6,6.87,36332,Low
7.03,26.62,12.42,2539.7,9.53,23044,Low
5.19,39.51,11.25,3465.2,3.32,31885,High
6.93,24.82,14.08,1001.3,12.27,21205,High
4.87,37.99,6.34,1292.6,6.97,25393,Low
4.41,3.67,8.76,3020.3,6.91,32964,Low
3.92,40.73,15.61,2630,5.7,33863,High
5.35,2.93,8.39,2168.3,6.52,37539,Low
2.83,36.73,12.77,1325,7.11,28435,High
2.81,13.38,5.58,4805.5,4.45,48210,Low
8.57,31.12,13.16,5303.9,10.82,30693,High
5.16,25.49,17.81,1180,9.5,27483,High
3.46,14.15,7.58,261.3,4.41,50714,Low
3.92,4.07,9.19,1278.9,2.92,40174,High
6.24,52.17,9.22,2681.7,9.55,21947,Low
4.86,6.24,9.4,1363.5,6.01,34602,Low
6.66,12.71,11.28,983.3,17.47,22504,High
8.99,26.72,17.24,6654.1,21.83,18683,High
4.79,14.53,11.32,4281.4,8.75,26950,High
4.01,17.54,12.22,1071.1,16.4,26171,Low
7.16,15.35,13.57,1512.9,5.71,26877,High
4.19,13.08,8.82,3578.6,12.56,44933,Low
3.55,5.32,10.67,1558.8,2.56,36698,Low
8.24,36.37,15.72,4181.4,12.85,20141,High
4.35,15.92,5.74,2108.6,2.08,60357,Low
8.82,50.56,12.79,975,19.56,17552,High
12.83,18.21,15.97,3469.8,9.19,21061,High
5.15,27.49,11.62,1796.2,9.29,25153,High
3.17,27.34,8.95,1177.6,2.02,81957,Low
6.75,30.31,13.46,2743.7,6.66,26576,High
9.53,21.74,13.45,2124.4,10.99,22023,Low
7.85,25.48,13.67,3454.8,12.91,21952,Low
3.76,22.18,10.39,1065.7,1.66,39067,Low
7.19,32.35,10.81,5435.5,15.09,38822,Low
6.47,37.82,10.96,2044,7.17,24536,Low
6.16,34.49,11.06,3171,9.86,24162,Low
4.72,43.46,12.71,1903.5,8.72,27256,High
3.83,13.82,5.99,572.6,2.29,87686,Low
3.2,15.59,7.41,611.6,5.78,42841,Low
4.15,34.85,10.68,1191.5,16.53,20743,Low
3.7,20.99,10.21,2207.4,6.06,53480,High
7.89,10.05,11.14,661.8,4.64,34050,High
7.9,16.47,13.16,845.4,14.88,25926,High
3.57,18.32,8.26,2870.5,14.15,22422,Low
3.47,11.77,8.53,709,4.44,52979,Low
2.47,20.62,8.85,1153.7,3.04,51676,Low
3.59,15.62,8.49,1513.4,5.27,35108,Low
5.25,38.65,6.7,416.4,4.61,36481,Low
5.08,27.21,9.86,2765.1,7.21,49787,High
2.84,0,9.86,904.6,5.43,39738,Low
7,28.69,13.34,2022,5.99,28261,Low
1.78,13.84,6.74,3969.1,2.15,56585,Low
4.55,5.2,9.87,5000.7,5.62,33107,Low
4.69,21.15,10.29,3315.6,7.84,48171,High
7.84,27.47,14.85,4550.3,10.23,21006,High
6.22,8.55,9.66,746.1,4.65,41933,Low
7.44,2.76,12.01,2762.2,8.74,25000,High
7.51,16.06,14.81,1498.2,14.51,17196,High
4.62,23.51,9.62,1320.8,7.74,43593,Low
6.57,27.53,18.4,2993.5,6.86,30590,High
3.76,24.78,9.95,193.6,8.66,38868,Low
12.35,23.5,8.44,2277.4,18.56,21558,High
5.37,21.52,8.23,10108.1,7.1,43365,Low
2.78,10.68,7.68,912.9,1.81,57561,Low
8.38,38.63,16.07,2149.4,15.65,21038,High
4.18,9.16,9.34,282.8,5.23,48000,Low
8.69,28.85,11.87,1910.7,17.16,18858,High
13.57,14.96,10.47,2578.6,34.76,17103,Low
6.24,27.38,13.18,1535.3,14.2,30908,High
4.34,22.53,5.17,1822,1.1,41178,Low
5.33,37.05,16.26,2090.2,7.22,27371,High
7.71,9.14,8.85,712.1,10.14,26668,Low
5.03,46.3,13.02,5316.9,8.68,42748,High
10.65,19.18,14.14,2685.2,10.68,22458,High
8.73,56.19,11.17,2992.6,11.4,18829,Low
17.4,20.52,12.1,1833.2,25.54,15570,High
3.36,17.01,8.37,291.8,7.1,43673,Low
5.31,16.75,7.3,1379.8,2.53,53971,Low
6.21,16.87,13.98,1805,9.78,20609,High
6.56,30.67,10.98,1726.3,11.4,24130,High
7.2,8.59,11.5,769.8,20.35,30733,High
9.22,28.56,11.52,4171.7,7.74,31712,High
5.01,9.73,7.66,1793.5,6.98,40704,Low
3.89,7.38,11.47,3173.9,5.5,25906,High
2.92,24.43,11.92,1665.7,3.08,45890,Low
2.94,20.95,5.73,2907.8,5.6,41726,Low
4.56,23.98,16.18,2363.3,7.62,26119,High
3.67,17.93,6.83,5965.9,3.63,59076,High
3.46,17.84,7.54,508.5,3.11,59069,Low
5.73,14.53,13.09,488.7,19.62,25384,High
5.86,27.35,8.39,20417.5,13.64,40600,Low
9,16.67,11.98,1361.6,11.66,17278,High
4.86,49.3,4.68,560.5,4.38,27922,Low
3.9,18.25,12.87,4484.7,6.32,24296,High
7.16,13.94,13.26,5831.6,8.56,24316,High
1.61,5.27,7.64,6079.1,0.63,84498,Low
9.73,45.88,12.61,1590.3,11.14,15576,High
3.51,20.43,4.64,1655,2.1,63203,Low
9.38,30.47,15.68,6409.1,11.96,27095,High
3.76,15.29,5.63,5702.7,6.64,49658,Low
2.06,16.53,9.87,1344.3,3.18,37783,High
5.78,15.45,14.05,929.6,5.83,24674,Low
5.39,30.7,11.57,1950,8.67,38037,Low
4.7,17.13,5.23,798.4,4.36,74825,Low
2.64,16.72,8.09,1409.7,3.65,48547,Low
7.89,22.09,14.77,1853.5,8.81,18631,High
