@relation newdata_train-weka.filters.unsupervised.attribute.Remove-V-R2-8

@attribute PctUnemployed numeric
@attribute PctImmigRec5 numeric
@attribute TotalPctDiv numeric
@attribute PopDens numeric
@attribute PctLess9thGrade numeric
@attribute medIncome numeric
@attribute levelofcrime {Low,High}

@data
4.57,34.39,7.78,2278.3,10.43,25710,Low
2.74,25.52,8.73,5419.5,1.23,44218,Low
7.38,20.98,14.22,1209.9,17.74,21078,High
8.18,7.33,10.62,5131,9.35,20695,Low
4.02,11,12.7,884.5,3.49,35140,Low
5.21,4.88,6.07,2191.9,2.46,52783,Low
4.7,19.65,8.53,1560.3,20.26,21946,High
9.35,13.93,11.19,5497.8,19.97,25363,Low
5.21,43.91,8.98,6974.3,5.94,39603,Low
8.64,21.69,10.6,1102.1,12.65,26037,Low
4.74,22.23,7.94,1447.3,5.67,35228,High
6.22,64.08,7.13,1299.5,4.35,18501,Low
1.87,25.15,14.35,12277,0.7,54497,High
6.23,0,14.04,1487.2,18.32,21581,High
4.62,11.87,9.19,794.8,5.6,34205,High
5.06,2.66,13.56,1840.7,9.68,25021,High
3.59,15.02,6.77,1382.8,2.44,50916,Low
6.32,13.54,9.31,351.4,4.48,42386,Low
6.41,14.11,7.48,2883.6,4.51,43244,Low
12.78,17.77,13.95,734.1,16.7,18548,High
16.51,35.62,11.2,777.7,13.67,15531,High
10.91,0,10.34,484.7,6.65,21144,Low
2.99,16.23,9.37,1718.2,3.29,43148,High
4.21,31.94,17.92,5843.6,5.57,26710,High
7.11,37.7,14.95,2232.9,22.93,20594,High
4.84,28.61,12.53,1288.6,3.58,39087,High
4.19,23.98,13.38,2688.6,3,36716,Low
16.97,19.61,7.6,2013.3,44.56,15605,High
9.04,11.56,14.52,1303.3,13.4,19906,High
7.78,32.53,11.62,3441.4,18.87,29492,High
5.46,15,13.12,1386.3,6.88,28242,High
4.05,31.58,13.62,870.6,18.01,25007,High
4.07,9.81,7.89,1356.3,3.26,47335,Low
5.63,26.82,16.16,4832.5,8.02,28266,High
6.42,25.49,12.34,1649.9,6.74,25711,Low
4.38,12.21,7.42,1915.4,4.68,46573,Low
7.1,17.31,9.6,1033.9,7.35,27081,Low
7.63,18.72,11.17,1218.9,12.33,22617,Low
4.46,19.45,9.7,3017.6,6,32285,Low
2.24,19.06,7.76,3337.8,2.92,46654,Low
7.56,13.89,11.11,1152.3,6.67,29987,High
6.97,14.59,12.19,3565.8,9.47,33527,High
6.38,17.03,8.82,7547,11.62,41187,High
4.71,11.85,6.77,5152.4,10.85,39433,Low
3.06,30.8,6.92,3150.4,4.85,66464,Low
4.22,52.11,6.46,787.7,2.18,53514,Low
5.78,33.97,11.19,1625.5,12.26,22577,High
2.83,19.45,6.31,2157.9,1.83,78965,High
3.45,21.89,6.66,5423.3,5.33,57568,High
4.86,11.48,10.78,1466,7.5,26405,Low
6.26,16.2,8.26,553.2,6.58,42310,Low
8.37,19.64,14.49,1250.2,18.2,20374,High
3.87,25.5,6.36,5125.2,3.19,53488,Low
6.4,39.1,11.85,2702.3,8.32,27558,Low
4.71,5.47,8.73,946.4,8.73,39864,Low
3.96,18.14,7.19,2639.6,5.83,49642,Low
9.21,21.28,11.55,1007.4,8.85,30795,Low
4.79,54.01,9.06,2312.6,3.51,19642,Low
7.37,8.8,11.33,1690.2,10.27,21328,High
4.9,38.84,12.39,3978.2,10.78,29647,Low
4.65,0,9.1,428.6,8.37,37783,Low
5.6,0,10.36,828.9,13.96,28693,Low
5.51,31.42,12.13,6759.8,9.97,39967,High
8.39,46.84,12.03,1196.7,12.72,15795,High
12.79,31.41,12.79,2538.9,22.88,22168,High
10.36,3.41,11.59,3206.2,12.07,17103,High
6.07,31.44,10.75,1589.7,10.44,27552,High
3.26,7.81,7.62,691.2,10.58,32124,Low
12.86,3.45,13.01,4859.5,12.87,14423,High
3.75,6.36,12.25,912.4,16.01,23839,High
7.43,19.66,13.23,1651.7,8.87,20380,High
3.91,46.77,5.54,1509.8,9.93,20184,Low
5.44,10.71,13.27,810.2,7.49,28315,Low
4.41,27.24,9.05,664.7,3.83,44044,Low
6.82,19.76,12.98,1063,10.37,19686,Low
5.92,14.91,9.12,1902.6,4.25,43253,Low
8.66,5.46,13.48,1493.3,17.8,19030,High
3.7,45.45,7.73,3761,3.77,41489,Low
5.87,20.84,12.25,2492.2,6.84,30144,High
11.25,20.93,14.05,1919.6,14.08,18546,High
9.34,0,12.41,3623,14.37,20036,Low
6.46,25.86,14.62,128.7,2.81,43946,High
5.24,32.14,14.89,2213,7.43,31767,High
3.83,5.78,5.17,369.3,4.76,63782,Low
8.73,40.06,11.66,2226.3,12.13,23430,High
8.37,0,12.04,2223.9,8.41,22405,Low
3.68,15.41,11.29,661.4,5.74,34670,Low
7.17,31.82,14.34,1315.1,13.4,19016,High
3.13,17.74,6.12,2756.1,6.71,55464,Low
2.28,13.31,5.55,2067.7,0.61,69019,Low
4.48,38.64,14,4333.9,5.44,38433,Low
2.34,33.33,8.51,580.7,12.74,34720,Low
6.22,7.78,5.73,421.5,12.67,41449,High
6.35,8.65,9.48,1006,5.71,44210,Low
5.64,43.36,7.98,3071.5,20.1,22253,High
4.84,21.05,9.91,756.9,3.18,45884,Low
4.19,26.49,11.86,2789.6,3.2,49149,Low
8.17,12.5,12.97,1306.8,18.36,25569,Low
6.26,0.48,5.96,2100.6,16.38,36418,Low
9.76,27.69,12.24,1982.8,11.41,20382,High
4.62,21.41,13.59,2636.6,2.63,34006,Low
4.37,11.46,10.61,1084.5,3.54,26470,High
5.45,16.33,11.3,730.1,13.96,26298,Low
3.41,17.23,11.46,5142.2,2.13,50859,Low
3.91,13.3,5.81,1905.3,5.87,59290,Low
6.11,18.86,12.54,2078.7,4.69,36886,High
11.64,31.87,13.27,806.5,23.98,21344,High
5.39,3.84,7.11,470.5,13.46,36170,Low
3.14,18.9,8.75,1560.3,3.77,39638,Low
5.79,24.34,13.16,8684.7,10.14,38976,High
3.13,22.38,10.41,916.2,5.5,42565,Low
2.8,8.16,6.97,1102.3,3.75,52193,Low
5.85,35.62,13.12,1826.3,20.22,22369,High
8.52,33.98,13.8,3448.5,15.86,24923,High
15.3,17.46,9.56,3423.3,40.23,15890,High
4.66,31.6,11.2,4980.1,7.99,41921,High
6.94,18.62,15.85,1964.4,9.38,21618,High
3.69,4.58,6.43,1033.3,6.07,49148,Low
6.26,26.76,12.07,5726.9,11.62,25983,High
4.48,6.15,8.84,4963.7,6.17,40798,Low
11.12,2.78,12.07,2219.6,10.93,17884,Low
16.6,4.46,16.98,2241.1,11.68,19390,High
8.93,8.58,12.56,3542.9,10.33,26883,High
4.13,3.23,9.73,2579.2,3.98,32369,Low
12.39,30.16,15.73,2892.7,18.35,18913,High
5.31,15.58,8.24,2768.9,9.07,39800,Low
4.84,24.53,13.64,5712.2,11.62,21619,Low
8.2,20.53,12.94,4530.3,28.32,23485,Low
10.29,25.41,9.63,1919.5,20.21,22053,High
7.39,5.73,14.39,5624.2,11.04,17391,Low
7.55,10.8,9.18,2945.6,10.97,34181,Low
4.07,11.28,8.08,695.4,2.78,50896,Low
2.27,16.13,11.95,1185.6,6.87,36332,Low
5.19,39.51,11.25,3465.2,3.32,31885,High
4.87,37.99,6.34,1292.6,6.97,25393,Low
4.41,3.67,8.76,3020.3,6.91,32964,Low
3.92,40.73,15.61,2630,5.7,33863,High
5.35,2.93,8.39,2168.3,6.52,37539,Low
2.83,36.73,12.77,1325,7.11,28435,High
2.81,13.38,5.58,4805.5,4.45,48210,Low
5.16,25.49,17.81,1180,9.5,27483,High
3.46,14.15,7.58,261.3,4.41,50714,Low
3.92,4.07,9.19,1278.9,2.92,40174,High
6.24,52.17,9.22,2681.7,9.55,21947,Low
4.86,6.24,9.4,1363.5,6.01,34602,Low
7.16,15.35,13.57,1512.9,5.71,26877,High
3.55,5.32,10.67,1558.8,2.56,36698,Low
8.24,36.37,15.72,4181.4,12.85,20141,High
4.35,15.92,5.74,2108.6,2.08,60357,Low
8.82,50.56,12.79,975,19.56,17552,High
12.83,18.21,15.97,3469.8,9.19,21061,High
5.15,27.49,11.62,1796.2,9.29,25153,High
7.85,25.48,13.67,3454.8,12.91,21952,Low
3.76,22.18,10.39,1065.7,1.66,39067,Low
7.19,32.35,10.81,5435.5,15.09,38822,Low
6.16,34.49,11.06,3171,9.86,24162,Low
4.72,43.46,12.71,1903.5,8.72,27256,High
3.83,13.82,5.99,572.6,2.29,87686,Low
4.15,34.85,10.68,1191.5,16.53,20743,Low
3.7,20.99,10.21,2207.4,6.06,53480,High
3.57,18.32,8.26,2870.5,14.15,22422,Low
3.47,11.77,8.53,709,4.44,52979,Low
2.47,20.62,8.85,1153.7,3.04,51676,Low
3.59,15.62,8.49,1513.4,5.27,35108,Low
5.25,38.65,6.7,416.4,4.61,36481,Low
5.08,27.21,9.86,2765.1,7.21,49787,High
4.55,5.2,9.87,5000.7,5.62,33107,Low
4.69,21.15,10.29,3315.6,7.84,48171,High
7.84,27.47,14.85,4550.3,10.23,21006,High
6.22,8.55,9.66,746.1,4.65,41933,Low
7.44,2.76,12.01,2762.2,8.74,25000,High
4.62,23.51,9.62,1320.8,7.74,43593,Low
5.37,21.52,8.23,10108.1,7.1,43365,Low
2.78,10.68,7.68,912.9,1.81,57561,Low
8.38,38.63,16.07,2149.4,15.65,21038,High
4.18,9.16,9.34,282.8,5.23,48000,Low
8.69,28.85,11.87,1910.7,17.16,18858,High
13.57,14.96,10.47,2578.6,34.76,17103,Low
5.33,37.05,16.26,2090.2,7.22,27371,High
7.71,9.14,8.85,712.1,10.14,26668,Low
17.4,20.52,12.1,1833.2,25.54,15570,High
3.36,17.01,8.37,291.8,7.1,43673,Low
6.21,16.87,13.98,1805,9.78,20609,High
7.2,8.59,11.5,769.8,20.35,30733,High
3.89,7.38,11.47,3173.9,5.5,25906,High
3.46,17.84,7.54,508.5,3.11,59069,Low
5.73,14.53,13.09,488.7,19.62,25384,High
5.86,27.35,8.39,20417.5,13.64,40600,Low
9,16.67,11.98,1361.6,11.66,17278,High
3.9,18.25,12.87,4484.7,6.32,24296,High
1.61,5.27,7.64,6079.1,0.63,84498,Low
3.51,20.43,4.64,1655,2.1,63203,Low
2.06,16.53,9.87,1344.3,3.18,37783,High
5.78,15.45,14.05,929.6,5.83,24674,Low
5.39,30.7,11.57,1950,8.67,38037,Low
4.7,17.13,5.23,798.4,4.36,74825,Low
2.64,16.72,8.09,1409.7,3.65,48547,Low
7.89,22.09,14.77,1853.5,8.81,18631,High
3.37,30.21,7.75,909.6,5.02,38694,Low
9.39,22.24,11.35,4052.3,15.21,19950,High
3.61,20,9.55,573.3,4.16,41457,Low
8.15,24.32,15.11,634.4,11.39,26144,High
4.96,23.3,11.15,5724.9,6.57,42481,High
7.78,8.76,12.41,1787,8.78,25587,Low
7.94,22.41,14.36,2966.4,12.14,22886,High
8.97,14.4,8.05,471.5,3.07,28259,Low
2.92,14.32,11.28,2317.5,4.44,38962,Low
6.76,62.72,14.15,670.3,18.01,18641,High
7.02,36.46,11.52,895.6,12.08,24644,High
8.11,29.9,8.77,1635.9,8.39,34218,High
4.36,18,6.45,4320.7,2.21,50191,Low
2.92,18.66,13.71,2544.4,2.12,57815,Low
1.79,20.42,7.05,1565.4,3.29,59913,Low
7.1,25.21,14.05,1837.3,8.09,32154,High
6.09,22.59,10.8,4557.8,8.95,25152,High
11.76,27.16,17.06,18091.3,9.96,26810,High
8.2,24.62,14.35,2365.2,7.78,23487,High
7.87,19.2,12.82,1969.2,12.87,30151,High
6.42,42.14,12.92,2858.7,3.96,25369,Low
9.18,35.58,11.37,8403.8,16.42,22147,High
5.39,9.78,14.81,1500,10.03,23958,High
3.14,16.88,7.56,4511,5.65,53226,Low
5.21,10.42,9.43,1785.6,14.14,31637,Low
6.9,42.44,7.65,3194.9,4.23,21463,High
4.48,19.86,11.18,6221.6,3.38,50981,Low
4.96,22.74,10.45,783.5,5.67,35090,Low
4.42,49.25,7.23,2260.6,3.34,30489,High
5.94,14.94,12.3,1121.1,10.44,23603,High
4.82,7.75,13.08,1274.7,14.05,26668,Low
3.62,11.48,6.95,3320.6,1.6,38346,Low
4.47,20.43,7,8311,4.32,43309,Low
2.4,31.07,12.24,2278.3,1.9,55333,Low
5.29,13.65,10.24,2574.7,4.25,46199,Low
3.96,9.39,12.93,3023.7,5.9,35197,High
2.96,5.63,10.04,380.8,8.13,35005,Low
7.18,28.4,9.27,1605.9,8.74,18346,Low
10.24,32.71,10.66,20014.9,44.2,22279,High
2.96,41.12,13.27,9255.7,2.94,34836,High
3.82,12.22,8,2151.6,7.82,43191,Low
3.09,4.96,7.67,2747.1,4.8,36977,Low
4.57,18.11,8.89,4974.4,5.46,47143,High
3.75,3.34,10.31,1435.5,9.96,33817,High
3.91,9.83,5.82,2458.9,17.12,46309,Low
2.41,8.21,8.44,1708.1,1.15,74472,Low
10.57,0,7.67,336.8,7.83,25615,Low
4.55,14.18,7.42,3792.6,12.36,41000,Low
6.33,31.67,8.04,17893,11.08,32455,Low
7.69,17.32,10.91,8999.6,18.23,33488,Low
7.16,22.83,14.31,800,11.26,24056,High
3.09,11.56,9.32,957.1,5.61,46970,Low
5.96,9.38,9.69,2569.9,8.52,34528,Low
4.28,24.51,15.65,3450.1,13.43,22859,High
3.5,12.26,11,1624.6,7.43,40543,Low
9.52,21.73,11.39,2215.9,5.11,22468,High
8.03,59.16,5.6,3226.8,6.27,18022,Low
3.83,14.73,7.71,1543.8,6.97,41814,Low
3.72,12.67,9.3,1061.7,2.01,50492,Low
5.68,28.62,8.96,4363.4,3.79,25982,High
3.53,23.46,13.03,4219.2,1.76,42453,Low
4.82,10.53,8.03,1787.2,13.58,26771,Low
7.22,30.11,13.45,1297.6,7.78,25377,High
6.1,28.07,12.87,4690.3,8.78,23563,High
9.24,39.8,15.71,1728.9,10.65,19193,High
10.95,9.59,12.94,1532.4,15.74,14579,High
4.03,17.3,12.22,1561.8,6.79,33228,Low
10.62,24.62,12.62,8545.4,17.99,28704,High
4.29,35.47,13.3,1317.5,8.27,34826,Low
2.46,17.99,11.27,743.7,2.98,42358,Low
3.34,20,9.09,1307.3,5.84,28815,Low
2.87,3.85,6.28,1087.2,7.25,42235,Low
7.88,5.64,15.37,1665.8,9.71,23127,High
7.8,14.19,11.97,3599.2,9.18,27770,High
8.71,8.91,13.8,1189.2,20.69,20413,Low
3.58,19.93,8.04,2007.4,6.97,60368,Low
4.97,27.55,14.46,1839.1,7.97,25015,High
9.64,30.5,17.91,2191.6,20.83,15315,High
2.41,7.88,6.5,1808.4,1.84,47346,Low
4.03,19.66,6.95,3115.4,6.64,49777,Low
2.85,27.82,13.18,2393,1.84,42299,Low
3.51,20.56,6.2,3651.4,6.1,56478,Low
4.75,25.48,8,942.9,1.89,52044,Low
8.82,46.25,14.22,952.1,20.39,21851,High
13.37,28.62,9.28,16265.4,48.23,23819,High
6.37,24.56,12.84,1236.1,13.67,22357,High
3.37,25.84,9.55,1378.1,3.07,49849,Low
3.3,7.91,12.42,2241.3,2.41,37159,Low
3.12,8.84,9.71,2921.9,5.18,42113,Low
3.96,20.26,9.69,5813.2,3.83,56255,Low
3.52,31.58,12.39,760.1,10.81,32348,High
8.38,15.97,13.91,3009.6,14.44,22193,Low
6.16,20.55,14.47,1653.5,13.34,25751,High
4.06,12.5,8.61,6527.6,8.2,25482,Low
7.35,67.39,13.88,1793.9,13.76,20429,High
7.82,25.29,11.57,2962.6,15.88,40955,High
8.35,16.92,11.29,5793.4,15.08,26265,High
5.29,17.8,9.71,4692.7,7.15,28465,Low
4.77,40.53,9.25,12212.6,8.23,46395,High
4.38,22.72,11.78,2430.4,3.28,38354,Low
6.75,4.75,10.9,1067.4,8.52,32690,High
6.15,20.95,13.69,2666.3,7.5,26344,High
4.22,20.27,8.53,2850.1,1.94,53479,Low
4.01,5.25,9.28,2638.6,7.92,26818,Low
3.27,14.04,13.21,3167.5,1.96,28950,Low
6.17,29.5,11.06,1429.9,5.7,25009,High
6.83,2.92,11.66,1516.1,4.98,31161,Low
3.76,17.4,8.63,1388.3,3.4,37601,Low
4.96,1.68,7.56,1417.6,6.13,37695,Low
2.43,19.56,13.05,3458.2,2.85,46502,Low
6.98,14.03,12.89,4596.3,8.85,30389,High
5.05,41.72,10.73,3565.8,2.13,29407,Low
3.42,23.65,6.14,973,4.42,43598,Low
15.72,26.91,9.8,3528.7,34.08,24470,High
5.45,28.12,10.72,625.9,10.19,26276,High
6.17,15.6,11.34,1346.9,8.02,33118,Low
3.2,20.17,13.96,4489.1,2.42,46885,High
4.75,19.8,14.4,10,3.3,47924,Low
7.2,0,10.15,3811.2,11.34,21135,Low
13.9,20.83,11.32,4849.2,23.25,25147,High
2.23,28.13,6.97,1464.3,3.82,51265,Low
5.56,13.35,14.32,1701.7,9.4,22267,High
5.2,18.9,11.59,1703.8,7.32,32098,High
3.35,12.63,11.75,2877.3,3.42,47533,High
5.82,1.73,6.67,647.3,6.19,48507,Low
10.76,27.99,12.48,3553,11.89,18276,High
5.16,18.23,8.82,9872.2,10.73,38507,High
4.36,31.25,12,2430.6,15.69,22677,High
15.6,9.03,13.89,2747.9,10.61,17060,High
6.2,8.46,13.1,2569.3,5.36,28117,Low
5.9,5.41,9.25,4237.5,7.85,28694,Low
6.25,34.44,14.09,4583.1,5.79,31793,High
7.62,14.76,10.66,7422.5,7.33,40431,High
6.67,37.02,13.1,6472.9,6.54,25324,High
1.96,28.81,6.41,6430,1.31,53539,Low
7.34,30.93,14.78,3233.3,8.98,31702,High
5.88,26.82,12.99,9109.5,10.13,33063,High
11.99,41.76,12.86,2025.3,14.15,16223,High
12.37,27.16,10.19,12958.1,44.54,22515,High
9.96,11.48,13.78,2937.8,16.88,21897,High
1.97,9.59,6.85,717.3,6.75,45262,Low
6.82,29.07,11.8,3047.5,7.47,33453,High
15.94,32.1,13.96,934.3,19.9,13704,High
7.28,16.38,11.77,3378.8,9.11,40256,High
6.44,30.17,12.51,6580.3,5.31,32150,High
7.7,19.5,4.27,2272.2,9.47,13109,Low
14.99,33.8,14.08,9727.2,21.36,22183,High
6.63,25.46,12.3,4708.8,12.18,30194,High
5.72,27.84,12.8,3308.5,8.15,33686,High
5.42,25.58,12.27,1279.8,17.13,21496,Low
6.24,3.66,8.07,256.2,8.52,25500,Low
4.62,27.64,14.42,3245.3,4.94,35237,High
4.31,30.1,10,6042.6,9.61,50945,Low
2.25,6.25,4.16,1265.5,3.38,57132,Low
9.79,24.26,13.7,956.1,9.78,27914,Low
14.24,10.7,13.59,2731.5,20.68,19391,High
8.24,19.37,14.39,1451.3,9.24,21745,High
5.7,31.54,12.08,6257.6,8.05,41435,High
3.93,3.54,7.47,736.1,4.66,34158,High
6.76,23.08,10.31,1857.4,14.33,21568,Low
19.01,15.86,8.4,4190.5,44.85,13060,High
4.56,10.77,6.78,5298.9,10.57,42665,High
4.04,8.07,7.82,541.7,7.74,38920,Low
5.84,12.71,9.69,1373.8,4.84,36171,Low
2.65,10.24,6.21,1027.8,8.68,43968,Low
6.41,22.89,11.41,2768.7,12.04,37695,High
5.8,41.96,9.04,2214.5,5.29,23184,Low
4.18,24.17,14.45,2102.5,10.97,23038,High
2.75,28.81,10.85,3771.4,1.98,64587,Low
8.77,22.07,11.47,4248.7,16.05,27293,High
10.94,39.28,11.46,18056.6,23.34,26669,High
4.58,30.95,13.55,3646.5,3.65,41675,High
2.32,15.55,9.97,614.6,7.26,37161,Low
7.91,28.09,11.69,2154.8,14.58,21119,High
4.71,21.45,15.16,1617.6,2.53,33214,High
3.53,14.33,6.59,753.4,4.02,58250,Low
2.54,26.22,8.04,661.1,7.92,38527,Low
2.95,9.52,10.4,3308.9,1.99,38464,Low
7.16,15.02,12.16,16.3,6.21,21603,High
1.85,18.1,5.91,1646.4,0.82,65372,Low
6.84,40,11.2,1790.4,18.34,20618,High
7.02,11.15,8.61,1061.6,11.45,22291,Low
7.77,9.9,11.36,3682.4,15.26,30533,High
3.65,16.3,8.15,4347.4,7.27,46866,Low
4.44,8.35,6.63,445.5,5.73,43244,Low
5.12,8.05,7.81,677.2,10.09,45763,Low
4.96,20.07,11.35,1409.8,9.75,33273,High
6.9,24.87,15.32,2476.6,6.01,24474,Low
6.41,15.53,12.19,592.4,10.98,31266,High
5.24,8.05,5.98,666.9,2.1,58018,Low
5.1,64.23,11.4,612.9,13.22,23318,High
5.55,25.28,13.07,6533.6,5.32,26722,High
2.13,16.6,7.68,1107.2,2.98,44250,Low
2.84,12.22,9.79,1708.2,1.23,41045,Low
5.46,39.97,10.43,4755.5,9.36,39667,Low
4.46,28.51,7.29,2836.3,5.5,50075,Low
6.08,20.42,13.91,3402.9,8.08,24864,High
3.68,24.11,4.56,2308.3,6.13,58995,High
5.03,4.64,11.21,1685.9,6.13,30548,Low
3.88,22.08,9.52,431.3,5.77,30896,Low
4.97,18.68,10.25,2745.7,4.76,38488,Low
5.08,34.59,6.4,1163.8,4.32,28003,Low
4.53,11.8,6.04,2365.9,7.28,51198,Low
7.49,9.66,7.98,3376.7,16.88,18974,Low
5.74,31.13,6.87,4687.1,20.43,37998,Low
6.99,23.87,12.33,5410.8,12.72,27606,High
7.66,26.14,9.89,5260.7,23.03,31605,High
8.38,37.04,12.48,3043.4,17.9,16305,High
6.2,35.71,14.69,2582.4,9.43,35684,High
7.84,27.23,14.35,1378.4,9.87,24495,High
5.28,18.02,12.02,2702.4,10.02,36584,Low
2.36,13.89,7.92,1162.5,14.96,31061,Low
3.47,13.03,8.01,764.2,4.13,51988,Low
6.87,24.45,12.22,1005.5,12.27,21427,High
2.82,37.5,11.53,1972.2,6.92,36652,High
8.25,18.7,10.17,2642.5,11.12,36710,Low
8.88,21.18,13.25,6317.6,9.81,23627,High
5.62,28.01,13.96,2336.7,8.03,27591,High
5.41,21.5,11.45,1678.2,13.23,20196,Low
7.07,17.24,9.91,1244.1,18.77,22684,Low
5.82,9.83,7.72,3765.3,7.18,26703,Low
5.03,10.44,7.9,655.4,2.21,52798,Low
4.38,9.89,8.12,1599,4.78,40885,Low
3.58,35.15,13.06,1194.9,13.6,25366,Low
3.28,13.01,6.64,619,5.41,58756,Low
4.19,24.15,10.71,2172.1,4.42,51231,High
2.41,21.52,8.58,1358.5,1.37,46259,Low
7.65,25.42,7.63,12274.7,17.83,32846,Low
5.41,30.39,16.1,506.7,7.99,27538,High
3.27,3.16,6.59,778.5,6.71,42315,Low
7.45,0,7.69,267.1,15.41,37092,Low
4.39,0,12.37,1230,7.65,34835,Low
6.59,22.38,8.53,4383,25.33,33482,High
5.2,16.93,11.87,1586.6,6.4,32194,High
7.03,36.96,15.03,9538.9,9.56,30727,High
6.63,19.24,13.12,3065.6,5.72,40936,High
4.12,0,10.54,1816.4,9.31,32436,Low
7.05,2.54,11.67,753.2,13.51,23078,High
3.67,8.29,8.66,1542.4,2.91,33273,Low
5.36,20.68,9.58,6127.2,8.59,40776,Low
2.75,25.38,6.55,1220.4,3.81,74124,Low
4.25,25.87,12.55,6758.9,6.39,42894,High
11.53,16.04,14.4,1272.1,13.84,19099,High
7.11,16.29,9.96,1275.1,10.47,35974,High
2.24,34.01,4.9,3858.7,1.64,65976,Low
4.59,16.97,7.28,7816.8,8.19,43490,High
6.58,32.53,10.84,5191.4,10.61,40327,High
5.43,30.25,8.14,5282.2,2.1,29044,Low
3.31,22.31,5.78,1366.4,1.85,89395,Low
11.14,14.63,12.35,2957.5,25.43,13804,High
12.46,27.69,9.89,12310.2,35.64,25961,High
7.47,21.92,14.88,1682.7,19.15,20185,High
9.13,36.66,17.06,2886,10.96,22275,High
4.24,25.04,9.44,1037.8,3.06,41081,Low
4.56,16.89,11.02,892.5,8.68,39618,High
3.91,14.8,8.94,402.5,9.24,38725,Low
6.34,24.61,9.37,12109,22.72,31649,Low
5.71,20.06,10.23,2207.9,11.78,24472,High
4.8,15.45,13.98,3833,6.23,26473,High
7.5,35.71,11.11,1045.2,17.3,20565,High
3.23,0,5.64,937.4,4.45,45538,Low
6.4,30.12,15.59,2504.8,6.8,25236,Low
6.05,11.63,8.93,3994.6,11.83,20927,Low
9.34,33.76,12.04,7251.7,10.02,28553,High
3.96,19.8,8.81,661.4,2.75,69917,Low
5.88,34.01,15.91,9811.9,8.95,32711,High
4.08,5.84,5.6,3249.7,7.57,50095,Low
5.16,18.7,8.46,2957.6,5.85,50448,Low
4.75,0,11.68,677.8,13.95,19950,High
3.48,13.73,6.43,1705.3,2.13,67389,Low
4.99,19.47,12.89,1443.7,4.2,39975,High
4.76,3.1,10.45,1723.4,8.24,38432,Low
9.19,0,13.21,2004,14.83,19030,High
5.53,18.7,15.72,3057.7,9.02,25149,Low
6.42,31.69,9.62,2497.3,5,42948,High
3.32,20.07,15,2648.4,3.04,46352,High
7.18,26.66,8.9,1194.9,11.46,15917,High
5.27,38.12,14.24,1470.3,9.48,23483,Low
7.55,14.51,13.35,2448.1,14.32,24346,High
7.44,8.43,10.43,1029.1,25.14,21160,High
11.52,12.79,14.53,2032.3,16.95,15732,High
3.41,12.81,13.96,3024.3,6.13,28687,High
3.64,52.48,8.24,1519.6,16.88,30650,High
9.11,36.68,12.53,1701,14.66,19775,High
6.09,7.31,14.98,1691.7,6.58,24325,Low
9.46,37.56,9.05,1792.7,13.22,22176,High
7.29,22.21,10.45,2699.3,12.85,32633,High
2.61,23.76,7.05,5142.2,0.98,48125,Low
5.01,9.72,8.96,479.7,5.02,43861,Low
4.54,10.53,9.55,253.3,4.72,40718,Low
4.87,22.15,10.78,2589.1,4.49,46193,Low
7.84,6.78,11.83,2553.6,7.63,20411,Low
5.36,2.95,7.76,1063.3,5.23,36979,Low
8.68,0,14.42,1359.8,21.54,17682,High
5.2,19.79,14.64,839.4,7.26,28513,High
4.44,9.64,11.78,1832.9,9.35,29042,Low
2.9,0.98,6.87,721.2,3.44,55050,Low
11.51,42.59,13.82,860.9,24.62,17897,High
4.45,11.49,7.07,824.9,3.89,51692,Low
5.34,0,9.62,1705.4,7.82,29080,High
3.94,12.92,9.32,3827.7,4.66,46587,Low
11.51,8.55,8.86,2242.5,28.2,17811,High
5.86,43.84,12.64,462.7,13.36,27236,High
5.25,51.56,12.52,4299,12.14,23534,High
5.64,7.64,11.04,1049,8.72,25322,Low
2.76,5.58,4.66,1322.9,2.67,59285,Low
7.44,12.68,12.12,214.7,17.12,21920,High
5.78,50.77,15.73,1167.7,20.61,24517,High
5.14,15.53,15.85,1720.6,10.65,25670,High
3.55,22.29,8.58,3433.5,2.62,60651,High
4.73,60.36,12.58,1092.9,4.42,31193,Low
6.43,35,12.11,1375.9,14.3,25223,High
3.4,18.06,11.78,3087.5,4.26,37080,High
5.87,35.71,14.82,1272.4,13.31,23634,High
5.25,35.4,9.31,3624.5,11.53,27647,Low
7.63,14.53,12.6,5270.5,10.14,26540,High
6.66,12.39,14.19,1035.9,11.05,23194,High
2.34,6.87,7.99,901.4,4.85,52212,Low
5.21,0,12.97,2128.1,15.65,25258,High
7.84,58.11,7.72,1475.7,11.53,22092,High
3.78,5.4,7.65,581.7,2.5,53396,Low
5.17,31.44,11.74,4359.5,8.33,35425,High
9.78,18.51,11.26,1847.9,5.79,25197,Low
5.62,6.14,10.16,454.6,8.56,31768,Low
5.34,9.97,13.08,3762.5,3.56,34726,Low
4.15,4.01,8.06,889.4,4.92,41095,Low
2.88,29.03,8.86,1875.4,2.4,53905,Low
3.45,21.68,15.07,3612.2,2.31,38437,Low
5.49,13.15,14.39,4371.4,7.23,31741,High
9.18,32.23,12.69,2482,8.91,21301,High
6.41,17.1,12.94,1084.5,16.96,22750,High
4.59,10.76,8.93,906.1,6.93,50228,Low
6.62,8.05,8.53,730.2,1.41,48986,Low
5.81,18.2,17.1,1806.1,9.43,25029,High
