@relation 'newdata_train-weka.filters.unsupervised.attribute.Remove-V-R2-4,8'

@attribute PctUnemployed numeric
@attribute PctImmigRec5 numeric
@attribute TotalPctDiv numeric
@attribute levelofcrime {Low,High}

@data
4.39,0,12.37,Low
6.59,22.38,8.53,High
5.2,16.93,11.87,High
7.03,36.96,15.03,High
6.63,19.24,13.12,High
4.12,0,10.54,Low
7.05,2.54,11.67,High
3.67,8.29,8.66,Low
5.36,20.68,9.58,Low
2.75,25.38,6.55,Low
4.25,25.87,12.55,High
11.53,16.04,14.4,High
7.11,16.29,9.96,High
2.24,34.01,4.9,Low
4.59,16.97,7.28,High
6.58,32.53,10.84,High
5.43,30.25,8.14,Low
3.31,22.31,5.78,Low
11.14,14.63,12.35,High
12.46,27.69,9.89,High
7.47,21.92,14.88,High
9.13,36.66,17.06,High
4.24,25.04,9.44,Low
4.56,16.89,11.02,High
3.91,14.8,8.94,Low
6.34,24.61,9.37,Low
5.71,20.06,10.23,High
4.8,15.45,13.98,High
7.5,35.71,11.11,High
3.23,0,5.64,Low
6.4,30.12,15.59,Low
6.05,11.63,8.93,Low
9.34,33.76,12.04,High
3.96,19.8,8.81,Low
5.88,34.01,15.91,High
4.08,5.84,5.6,Low
5.16,18.7,8.46,Low
4.75,0,11.68,High
3.48,13.73,6.43,Low
4.99,19.47,12.89,High
4.76,3.1,10.45,Low
9.19,0,13.21,High
5.53,18.7,15.72,Low
6.42,31.69,9.62,High
3.32,20.07,15,High
7.18,26.66,8.9,High
5.27,38.12,14.24,Low
7.55,14.51,13.35,High
7.44,8.43,10.43,High
11.52,12.79,14.53,High
3.41,12.81,13.96,High
3.64,52.48,8.24,High
9.11,36.68,12.53,High
6.09,7.31,14.98,Low
9.46,37.56,9.05,High
7.29,22.21,10.45,High
2.61,23.76,7.05,Low
5.01,9.72,8.96,Low
4.54,10.53,9.55,Low
4.87,22.15,10.78,Low
7.84,6.78,11.83,Low
5.36,2.95,7.76,Low
8.68,0,14.42,High
5.2,19.79,14.64,High
4.44,9.64,11.78,Low
2.9,0.98,6.87,Low
11.51,42.59,13.82,High
4.45,11.49,7.07,Low
5.34,0,9.62,High
3.94,12.92,9.32,Low
11.51,8.55,8.86,High
5.86,43.84,12.64,High
5.25,51.56,12.52,High
5.64,7.64,11.04,Low
2.76,5.58,4.66,Low
7.44,12.68,12.12,High
5.78,50.77,15.73,High
5.14,15.53,15.85,High
3.55,22.29,8.58,High
4.73,60.36,12.58,Low
6.43,35,12.11,High
3.4,18.06,11.78,High
5.87,35.71,14.82,High
5.25,35.4,9.31,Low
7.63,14.53,12.6,High
6.66,12.39,14.19,High
2.34,6.87,7.99,Low
5.21,0,12.97,High
7.84,58.11,7.72,High
3.78,5.4,7.65,Low
5.17,31.44,11.74,High
9.78,18.51,11.26,Low
5.62,6.14,10.16,Low
5.34,9.97,13.08,Low
4.15,4.01,8.06,Low
2.88,29.03,8.86,Low
3.45,21.68,15.07,Low
5.49,13.15,14.39,High
9.18,32.23,12.69,High
6.41,17.1,12.94,High
4.59,10.76,8.93,Low
6.62,8.05,8.53,Low
5.81,18.2,17.1,High
6.18,20.38,12.28,High
4.96,4,6.42,Low
5.66,24.01,12.89,High
12.87,0,11.15,High
8.21,30.75,12.76,Low
7.23,32.88,12.63,High
5.12,7.01,6.27,Low
6.58,19.95,14.9,High
14.17,3.85,11.54,High
6.56,22.24,12.01,Low
7.46,18.27,14.17,Low
8.9,26.13,13.72,High
6.09,14.17,13.24,High
6.44,11.49,7.27,Low
8.93,18.62,16.29,High
3.35,12.1,10.72,Low
4.29,69.81,4.76,Low
3.69,18.69,8.46,Low
5.8,4.35,7.62,High
3.5,41.56,14.47,High
2.11,31.78,12.8,Low
3.14,21.18,7.67,Low
5.15,20.44,7.44,Low
10.15,32.6,17.28,High
9.07,28.9,11.66,High
3.46,2.4,6.95,Low
3.33,50.59,12.31,High
4.11,11.61,7.82,Low
4.71,16.65,7.93,Low
4.91,0.96,7.38,Low
8.41,27.35,8.81,High
4.8,20.12,10.06,High
4.61,34.58,18.04,High
11.23,13.33,14.85,Low
8,15.08,9.99,High
7.74,2.26,13.3,High
5.23,17.45,6.7,Low
13.32,15.36,9.11,Low
6.34,24.26,14.29,High
2.44,15.29,6.32,Low
4.56,22.34,13.03,Low
3.79,26.08,13.57,Low
6.61,25.35,12.2,High
2.83,25,8.39,Low
3.61,13.88,8.65,Low
6.76,28.24,13.63,High
4.06,9.55,9.26,Low
9.69,31.58,14,High
3.53,8.05,7.81,Low
2.95,11.14,5.72,Low
9.65,30.19,9.28,High
11.58,19.85,12.58,High
4.05,16.59,6.24,Low
4.35,12.46,10.87,Low
2.28,13.45,10.17,Low
6.03,17.49,10.3,High
3.79,6.18,8.1,Low
4.64,4.27,13.32,Low
6.23,36.61,13.12,High
3.72,11.5,13.3,High
5.14,15.19,11.26,High
2.78,25.12,10.48,Low
5.19,27.73,11.24,High
2.9,15.66,10.98,Low
5.86,13.18,10.18,Low
8.32,6.03,13.02,High
4.37,29.24,7.39,Low
3.28,34.89,8.71,Low
13.48,23.5,10.83,High
9.36,9.38,11.66,High
3.3,6.59,8.8,Low
7.38,25.88,13.01,Low
4.23,5.41,8.2,Low
3.66,28.87,12.51,Low
4.78,15.77,14.97,High
11.02,26.03,16.93,High
5.3,35.21,8.27,High
6.03,13.1,13.03,High
7.84,13.82,12.21,High
3.85,7.98,10.59,Low
1.9,28.03,10.94,Low
3.05,22.94,11.61,High
2.57,15.82,11.7,Low
6.78,24.2,8.98,Low
4.43,17.27,10.83,Low
1.32,28.27,6.28,Low
3.11,23.76,8.44,Low
7.32,10.69,11.89,Low
8.65,40.08,12.79,High
4.36,10.51,7.83,High
3.52,15.2,8.88,Low
3.85,8.7,6,Low
7.83,46.26,2.9,Low
4.41,2.85,5.92,Low
3.79,9.99,7.85,Low
4.62,6.37,9.7,Low
3.34,23.09,9.01,Low
5.3,22.95,10.57,High
4.83,15.91,12.8,Low
3.96,31.01,13.13,Low
7.05,7.12,14.96,High
4.4,19.07,13.38,Low
3.62,17.95,5.42,Low
6.24,19.26,11.95,High
3.1,43.24,7,Low
13.78,10.44,8.78,Low
5.38,4.39,13.73,Low
3.63,15.17,16.22,High
10.05,24.18,6.76,High
5.24,20.04,9.08,High
4.61,13.78,7.09,Low
7.58,4.76,13.15,High
5.31,25.49,13.42,High
4.92,17.45,17.29,High
7.94,26.61,16.49,High
5.26,22.96,10.14,Low
5.14,12.9,8.13,Low
5.68,7.07,11.86,High
5.41,22.65,15.11,High
7.22,7.84,11.6,High
6.39,26.47,13.75,High
4.63,41.29,8.62,Low
10.99,29.01,10.25,High
5.06,10.44,9.53,High
4.72,13.37,9.49,High
14.82,0,14.12,High
4.38,12.41,11.48,Low
11.03,6.44,10.97,High
5.03,7.5,4.61,Low
4.21,9.54,6.89,Low
5.7,15.16,8.19,Low
10.04,19.08,12.08,High
3.86,17.25,12.51,High
4.64,36.76,11.68,Low
6.59,42.72,10.29,High
3.91,18.42,10.27,High
8.45,28.33,9.66,High
5.01,24.33,15.89,High
5.21,17.9,9.07,Low
5.5,10.82,11.38,Low
3.97,11.26,8.07,Low
8.76,9.71,14.12,High
7.33,19.76,13.7,High
4.77,22.07,8.48,Low
5.91,18.68,14.5,Low
3,27.5,10.68,High
9.06,5,14.23,High
4.23,15.5,10.87,High
5.27,22.1,13.51,High
7.64,12.09,12.23,High
2.38,8.5,11.23,Low
3.28,16.93,7.01,High
5.98,10.86,10.09,Low
4.43,2.24,3.77,Low
7.34,17.14,13.72,High
3.62,9.67,4.98,Low
2.84,24.71,11.03,High
12.38,9.46,13.49,High
5.44,6.06,6.57,Low
5.72,32.66,10.69,High
5.61,14.53,11.04,High
11.56,8.9,11.43,High
6.17,23.01,12.85,High
9.22,8.88,10.92,Low
4.75,5.92,7.36,Low
7.32,13.06,11.77,High
2.2,14.16,12.19,High
7,22.46,13.32,High
3.32,18.03,6.83,Low
4.93,20.1,15.02,High
2.54,5.86,5.74,Low
5.68,42.62,8.25,Low
7.85,2.18,6.77,Low
2.77,15.72,6.62,Low
7.05,0,7.79,Low
3.75,31.46,13.28,High
10.81,24.21,12.12,High
3.57,23.39,9.1,High
5.45,42.21,8.11,Low
3.39,35.91,10.93,Low
6.55,20.29,12.51,High
8.12,13.27,10.07,High
6.94,27.97,13.73,High
10.59,27.61,16.93,High
9.34,14.58,15.48,Low
7.12,24.38,14.41,High
8.08,33.87,13,High
7.99,7.41,14.11,High
5.19,26.33,12.23,High
7.86,4.22,10.58,Low
11.45,26.11,14.75,High
6.71,55.73,9.02,Low
8.2,19.34,10.6,High
4.52,37.43,12.39,High
6.87,5.91,13.39,Low
6.88,54.64,4.14,Low
5.58,21.58,14.63,High
6.08,21.52,12.74,High
4.14,16.67,7.16,Low
3.75,19.89,9.84,Low
11.82,31.4,17.13,High
6.19,10.11,9.29,High
2.09,21.53,6.63,Low
15.88,17.81,13.04,High
6.83,9.61,8.8,Low
9.28,18.53,14.02,High
4.43,29.18,12.87,High
3.19,7.08,10.42,Low
3.34,5.84,6.76,Low
4.59,16.99,5.14,Low
4.34,28.78,10.13,High
5.72,4.73,12.22,Low
4.01,10.25,10.69,Low
4.2,9.51,15.1,High
4.86,15.36,9.75,High
5.99,26.02,13.25,High
4.21,31.44,14.36,High
9.13,28.06,14.45,High
4.59,35.51,10.34,Low
3.85,22.63,11.77,Low
9.11,26.55,12.54,High
3.86,20.06,10.69,Low
5.57,15.96,13.87,Low
4.33,34.22,12,High
6.64,30.29,14.74,High
5.8,9.62,15.09,Low
2.52,18.39,4.2,Low
12.78,29.62,8.99,High
5.73,13.98,6.99,Low
4.5,20.45,10.77,High
7.84,7.59,14.53,Low
3.55,10.16,6.99,Low
4.32,38.5,12.46,Low
3.16,11.94,6.68,Low
4.48,0,13.18,High
5.95,27.42,11.22,High
6.12,21.22,12.74,High
7.67,3.51,8.08,Low
8.72,0.9,8.64,Low
3.7,11.44,10.89,High
4.19,17.4,8.6,Low
3.37,10.96,9.15,Low
6.61,18.55,11.6,High
3.51,23.25,10.59,High
9.2,18.28,12.56,High
2.03,10.42,7.1,Low
8.23,37.55,8.7,Low
2.43,28.13,8.47,Low
2,19.05,7.12,Low
8.14,8.21,11.91,High
3.88,32.72,10.47,Low
7.72,23.46,11.06,Low
13.67,24.71,9.28,High
4.88,27.54,14.32,High
5.59,33.85,10.96,High
4.53,0,8.36,Low
3.54,9.31,7.5,High
7.2,7.43,9.63,Low
11.22,12.5,12.48,High
2.24,13.93,9.08,Low
9.18,22.22,13.67,High
2.65,39.07,12.76,Low
3.42,16.84,11.3,High
7.5,43.35,6.94,Low
5.98,24.16,12.75,Low
9.28,13.51,12.84,High
4.13,29.74,13.7,High
3.76,8.91,11.62,Low
3.58,42.43,7.35,Low
4.37,15.19,8.44,Low
2.25,18.74,4.23,Low
7.85,0,8.23,Low
4.72,18.94,7.68,Low
4.09,43.61,11.96,Low
6.93,55.31,10.68,High
2.92,22.63,9.9,Low
4.66,4.99,8.59,Low
9.93,10.85,10.52,High
4.51,13.94,12.26,High
5.21,28.94,12.28,Low
5.88,13.33,9.2,Low
4.13,21.36,8.98,Low
9.99,35.12,13.34,High
7.9,45.09,13.77,Low
5.18,9.03,11.23,Low
12.12,8.09,12.48,High
9.27,39.5,17.31,High
